商品統計表,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
商品名稱,淨利,毛利,獲利因子,毛損,總交易成本,最大投入金額,總交易次數,獲利交易次數,勝率,虧損交易次數,平均交易,平均獲利交易,平均獲利虧損比,平均虧損交易,最大獲利交易,最大虧損交易,最大區間獲利,最大區間虧損,全部交易的平均持倉K線根數,獲利交易的平均持倉K線根數,回測K線根數,虧損交易的平均持倉K線根數,時間加權報酬,最大投入報酬率,買進持有報酬,大盤指數報酬
,-0.02%,0.05%,,-0.07%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.02%,-0.04%,,,,,-29.05%,-25.49%,11.80%,165.57%
Citigroup(C.US),54,83,2.81,-30,0,80.96,31,14,45.16%,17,2,6,3.41,-2,21,-7,64,-13,12.68,19.14,752,7.35,"81,272",54,"164,593","165,565"
,0.05%,0.08%,,-0.03%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.06%,-0.01%,,,,,81.27%,66.13%,164.59%,165.57%
Conagra Brands(CAG.US),-19,6,-0.23,-25,0,38,37,6,16.22%,31,-1,1,1.21,-1,1,-2,5,-20,11.89,29.83,752,8.42,"-53,738",-19,"-61,243","165,565"
,-0.02%,0.01%,,-0.02%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.00%,-0.00%,0.00%,-0.02%,,,,,-53.74%,-49.55%,-61.24%,165.57%
Cardinal Health(CAH.US),73,120,2.52,-48,0,150.05,28,13,46.43%,15,3,9,2.91,-3,51,-8,86,-22,12.89,20.54,752,6.27,"68,835",73,"150,719","165,565"
,0.07%,0.12%,,-0.05%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.05%,-0.01%,0.09%,-0.02%,,,,,68.84%,48.33%,150.72%,165.57%
Carrier Global(CARR.US),0,47,1,-47,0,60.21,29,11,37.93%,18,0,4,1.64,-3,11,-7,28,-29,14.07,20.91,752,9.89,"1,346",0,"33,679","165,565"
,0.00%,0.05%,,-0.05%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.03%,-0.03%,,,,,1.35%,0.18%,33.68%,165.57%
Casey's General(CASY.US),243,335,3.64,-92,0,539.14,29,19,65.52%,10,8,18,1.92,-9,43,-18,256,-80,13.31,16.63,752,7.00,"78,871",243,"249,763","165,565"
,0.24%,0.34%,,-0.09%,0.00%,,,,,,0.01%,0.02%,,-0.01%,0.04%,-0.02%,0.26%,-0.08%,,,,,78.87%,45.09%,249.76%,165.57%
Caterpillar(CAT.US),417,592,3.38,-175,0,430.86,31,16,51.61%,15,13,37,3.17,-12,103,-31,435,-97,14.97,19.50,752,10.13,"147,913",417,"266,785","165,565"
,0.42%,0.59%,,-0.17%,0.00%,,,,,,0.01%,0.04%,,-0.01%,0.10%,-0.03%,0.44%,-0.10%,,,,,147.91%,96.76%,266.78%,165.57%
Chubb(CB.US),82,156,2.11,-74,0,258.2,33,14,42.42%,19,2,11,2.87,-4,29,-9,102,-28,11.52,19.00,752,6.00,"34,506",82,"61,688","165,565"
,0.08%,0.16%,,-0.07%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.03%,-0.01%,0.10%,-0.03%,,,,,34.51%,31.82%,61.69%,165.57%
Cboe Global Markets(CBOE.US),70,126,2.24,-56,0,231.43,30,16,53.33%,14,2,8,1.96,-4,34,-9,86,-42,12.60,16.94,752,7.64,"38,509",70,"114,827","165,565"
,0.07%,0.13%,,-0.06%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.03%,-0.01%,0.09%,-0.04%,,,,,38.51%,30.24%,114.83%,165.57%
CBRE Group(CBRE.US),30,97,1.44,-68,0,122.98,28,13,46.43%,15,1,7,1.66,-5,23,-18,65,-57,14.61,17.92,752,11.73,"46,464",30,"114,653","165,565"
,0.03%,0.10%,,-0.07%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.02%,0.07%,-0.06%,,,,,46.46%,24.05%,114.65%,165.57%
Crown Castle(CCI.US),5,56,1.10,-51,0,117.45,25,7,28.00%,18,0,8,2.83,-3,23,-5,48,-32,15.88,32.00,752,9.61,"3,312",5,"-32,430","165,565"
,0.01%,0.06%,,-0.05%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.05%,-0.03%,,,,,3.31%,4.34%,-32.43%,165.57%
Carnival Corporation(CCL.US),20,33,2.67,-12,0,13.33,24,15,62.50%,9,1,2,1.60,-1,6,-5,23,-10,17.75,23.27,752,8.56,"220,113",20,"189,056","165,565"
,0.02%,0.03%,,-0.01%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.02%,-0.01%,,,,,220.11%,152.89%,189.06%,165.57%
Cadence Design Systems(CDNS.US),54,248,1.28,-194,0,281.78,32,12,37.50%,20,2,21,2.13,-10,60,-34,129,-118,12.44,17.92,752,9.15,"25,439",54,"55,846","165,565"
,0.05%,0.25%,,-0.19%,0.00%,,,,,,0.00%,0.02%,,-0.01%,0.06%,-0.03%,0.13%,-0.12%,,,,,25.44%,19.23%,55.85%,165.57%
CDW(CDW.US),-60,96,-0.61,-156,0,239.42,26,7,26.92%,19,-2,14,1.67,-8,27,-40,53,-130,19.46,26.14,752,17.00,"-22,833",-60,"-12,506","165,565"
,-0.06%,0.10%,,-0.16%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.03%,-0.04%,0.05%,-0.13%,,,,,-22.83%,-25.06%,-12.51%,165.57%
Constellation(CEG.US),173,368,1.89,-194,0,190.17,27,11,40.74%,16,6,33,2.75,-12,103,-49,284,-120,15.48,23.55,752,9.94,"137,335",173,"275,716","165,565"
,0.17%,0.37%,,-0.19%,0.00%,,,,,,0.01%,0.03%,,-0.01%,0.10%,-0.05%,0.28%,-0.12%,,,,,137.34%,91.17%,275.72%,165.57%
CF Industries Holdings Inc.(CF.US),12,66,1.22,-54,0,114.69,30,12,40.00%,18,0,5,1.84,-3,18,-8,55,-24,13.30,24.42,752,5.89,"13,681",12,"64,332","165,565"
,0.01%,0.07%,,-0.05%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.05%,-0.02%,,,,,13.68%,10.50%,64.33%,165.57%
Citizens Financial Group(CFG.US),26,48,2.20,-22,0,42.83,30,13,43.33%,17,1,4,2.87,-1,7,-4,28,-10,13.93,22.69,752,7.24,"99,710",26,"127,038","165,565"
,0.03%,0.05%,,-0.02%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.03%,-0.01%,,,,,99.71%,61.20%,127.04%,165.57%
Church & Dwight(CHD.US),15,48,1.43,-33,0,97.37,28,11,39.29%,17,1,4,2.22,-2,14,-8,22,-21,14.07,20.91,752,9.65,"16,044",15,"1,875","165,565"
,0.01%,0.05%,,-0.03%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.02%,-0.02%,,,,,16.04%,14.89%,1.88%,165.57%
C.H. Robinson Worldwide(CHRW.US),16,78,1.27,-61,0,183.83,31,8,25.81%,23,1,10,3.64,-3,25,-9,45,-27,11.77,20.00,752,8.91,"2,075",16,"87,719","165,565"
,0.02%,0.08%,,-0.06%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.05%,-0.03%,,,,,2.08%,8.91%,87.72%,165.57%
Charter Communications(CHTR.US),-2,249,-0.99,-250,0,441.96,28,10,35.71%,18,-0,25,1.79,-14,89,-40,110,-174,14.96,20.20,752,12.06,"3,521",-2,"-27,088","165,565"
,-0.00%,0.25%,,-0.25%,0.00%,,,,,,-0.00%,0.02%,,-0.01%,0.09%,-0.04%,0.11%,-0.17%,,,,,3.52%,-0.35%,-27.09%,165.57%
Cigna Group(CI.US),-50,127,-0.72,-177,0,338.93,30,14,46.67%,16,-2,9,0.82,-11,22,-38,63,-108,13.73,18.14,752,9.88,"-14,378",-50,"8,359","165,565"
,-0.05%,0.13%,,-0.18%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.02%,-0.04%,0.06%,-0.11%,,,,,-14.38%,-14.76%,8.36%,165.57%
Ciena(CIEN.US),93,217,1.75,-124,0,390.19,33,15,45.45%,18,3,14,2.10,-7,46,-32,167,-73,13.97,19.93,752,9.00,"43,733",93,"966,175","165,565"
,0.09%,0.22%,,-0.12%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.05%,-0.03%,0.17%,-0.07%,,,,,43.73%,23.84%,966.18%,165.57%
Cincinnati Financial(CINF.US),14,58,1.30,-45,0,151.88,32,14,43.75%,18,0,4,1.68,-2,11,-7,41,-34,12.75,17.71,752,8.89,"13,670",14,"56,475","165,565"
,0.01%,0.06%,,-0.04%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.04%,-0.03%,,,,,13.67%,8.90%,56.47%,165.57%
Colgate-Palmolive(CL.US),2,37,1.05,-35,0,97.03,29,13,44.83%,16,0,3,1.30,-2,14,-5,24,-25,13.14,17.15,752,9.88,962,2,"7,254","165,565"
,0.00%,0.04%,,-0.04%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.02%,-0.03%,,,,,0.96%,1.96%,7.25%,165.57%
Clorox(CLX.US),-3,80,-0.96,-83,0,161.65,27,9,33.33%,18,-0,9,1.92,-5,25,-18,43,-50,13.96,23.89,752,9.00,"1,765",-3,"-41,303","165,565"
,-0.00%,0.08%,,-0.08%,0.00%,,,,,,-0.00%,0.01%,,-0.00%,0.02%,-0.02%,0.04%,-0.05%,,,,,1.77%,-2.05%,-41.30%,165.57%
Comcast(CMCSA.US),-22,5,-0.20,-27,0,54.28,32,11,34.38%,21,-1,0,0.37,-1,1,-4,4,-26,11.41,16.18,752,8.90,"-45,322",-22,"-22,033","165,565"
,-0.02%,0.01%,,-0.03%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.00%,-0.00%,0.00%,-0.03%,,,,,-45.32%,-40.51%,-22.03%,165.57%
CME Group Inc.(CME.US),38,109,1.54,-71,0,261.03,29,9,31.03%,20,1,12,3.41,-4,28,-9,56,-32,12.97,22.00,752,8.90,"19,133",38,"54,360","165,565"
,0.04%,0.11%,,-0.07%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.03%,-0.01%,0.06%,-0.03%,,,,,19.13%,14.56%,54.36%,165.57%
Chipotle Mexican Grill Inc.(CMG.US),2,36,1.07,-34,0,60.95,25,11,44.00%,14,0,3,1.36,-2,8,-6,15,-24,14.12,22.36,752,7.64,"17,488",2,"-3,160","165,565"
,0.00%,0.04%,,-0.03%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.02%,-0.02%,,,,,17.49%,3.68%,-3.16%,165.57%
Cummins(CMI.US),155,346,1.81,-191,0,483.76,27,14,51.85%,13,6,25,1.68,-15,91,-46,156,-92,14.78,19.57,752,9.62,"55,548",155,"173,604","165,565"
,0.15%,0.35%,,-0.19%,0.00%,,,,,,0.01%,0.02%,,-0.01%,0.09%,-0.05%,0.16%,-0.09%,,,,,55.55%,32.03%,173.60%,165.57%
CMS Energy(CMS.US),5,33,1.17,-28,0,73.7,37,9,24.32%,28,0,4,3.65,-1,6,-2,14,-11,11.27,27.67,752,6.00,"6,968",5,"21,543","165,565"
,0.00%,0.03%,,-0.03%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.01%,-0.01%,,,,,6.97%,6.57%,21.54%,165.57%
Centene(CNC.US),-15,41,-0.73,-56,0,80.49,32,9,28.13%,23,-0,5,1.86,-2,12,-17,15,-31,12.91,24.11,752,8.52,"-20,679",-15,"-41,211","165,565"
,-0.02%,0.04%,,-0.06%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.02%,0.02%,-0.03%,,,,,-20.68%,-19.02%,-41.21%,165.57%
CenterPoint Energy(CNP.US),7,17,1.75,-10,0,36.02,29,9,31.03%,20,0,2,3.88,-0,5,-1,11,-4,13.31,24.22,752,8.40,"23,064",7,"37,602","165,565"
,0.01%,0.02%,,-0.01%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.01%,-0.00%,,,,,23.06%,20.27%,37.60%,165.57%
Capital One Financial(COF.US),-5,128,-0.96,-134,0,232.85,30,12,40.00%,18,-0,11,1.44,-7,29,-53,64,-68,14.10,20.08,752,10.11,"2,365",-5,"106,685","165,565"
,-0.01%,0.13%,,-0.13%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.03%,-0.05%,0.06%,-0.07%,,,,,2.36%,-2.28%,106.68%,165.57%
Coherent(COHR.US),80,215,1.59,-135,0,270.11,28,12,42.86%,16,3,18,2.12,-8,78,-23,131,-120,13.75,23.25,752,6.63,"116,869",80,"948,056","165,565"
,0.08%,0.21%,,-0.14%,0.00%,,,,,,0.00%,0.02%,,-0.01%,0.08%,-0.02%,0.13%,-0.12%,,,,,116.87%,29.48%,948.06%,165.57%
